,Unnamed: 0,judul,nim,kata_kunci,mix_feature
92,92,KLASIFIKASI KOMENTAR UNTUK PENDUKUNG CAPRES DARI PORTAL BERITA MENGGUNAKAN METODE BERNOULLI NAIVE BAYES,71150011,"klasifikasi teks, bernoulli naive bayes, komentar berita",klasifikasi komentar dukung capres portal berita bernoulli naive bayes iring maju teknologi komunikasi sebar berita indonesia media online masyarakat bebas muka platform sosial media portal berita online klasifikasi komentar otomatis bantu sikap masyarakat berita fenomena ancang bantu klasifikasi komentar berita kategori milu komentar 2 kelompok komentar dukung paslon joko widodo ma aruf amin komentar dukung paslon prabowo subianto sandiaga uno tulis data situs portal berita online detik com data ambil grabber label crowdsourcing proses preprocessing case folding stemming atur hapus singkat hapus emoticon angka olah negasi proses klasifikasi bernoulli naive bayes upa klasifikasi buah komentar uji rata akurasi 3 seleksi fitur-fitur fitur-fitur accuracy fmeasure tinggi klasifikasi teks bernoulli naive bayes komentar berita
93,93,PERANCANGAN APLIKASI HUMAN RESOURCE INFORMATION SYSTEM (HRIS) PADA CV. ANDI OFFSET BERBASIS WEB,71160062,"HRIS, fungsionalitas, black box testing, test case",ancang aplikasi human resource information hris cv andi offset bas website  usaha cv andi offset karyawan kelola data sifat manual timbul data izin karyawan kertas cecer data presensi data karyawan tunjang pisah file excel beda sulit hr kelola data karyawan manual kait salah solusi upaya aplikasi hris bas website manfaat hr salah bantu hr kelola data pegawai data keluarga mutasi pegawai presensi kelola tunjang pegawai komputerisasi aplikasi luput salah uji identifikasi salah uji black box testing fungsi jalan sesuai harap uji butuh test case uji buah dasar uji aplikasi human resource information ambil simpul uji aplikasi black box testing tampil pesan salah salah salah data database uji fungsionalitas aplikasi hris temu salah jalan sesuai harap hris fungsionalitas black box testing test case
94,94,PENGENALAN HURUF KATAKANA DENGAN ADAPTIVE THRESHOLD DAN FITUR ZONING,71160006,"bahasa Jepang, katakana, adaptive threshold, zoning, zone, euclidean distance",kenal huruf katakana adaptive threshold fitur-fitur zoning bahasa jepang bahasa bahasa jepang aksara kanji aksara hiragana aksara katakana salah aksara bahasa jepang aksara katakana tulis bahasa asing bahasa inggris bahasa jepang aksara katakana milik uni milik sudut tajam garis lurus indonesia ajar bahasa jepang sulit alfabet tulis program nali tulis aksara jepang adaptive threshold batas aksara katakana adaptive threshold zoning ambil identifikasi karakter program harap bantu ajar bahasa jepang akurasi program bangun zone 8 data latih akurasi zone zone akurasi 1 karakter katakana dasar akurasi 1 karakter tenten maru akurasi buruk letak zone akurasi 3 bahasa jepang katakana adaptive threshold zoning zone euclidean distance
95,95,IMPLEMENTASI K-NEAREST NEIGHBORS UNTUK PENGINGAT LETAK PARKIR PADA APLIKASI ANDROID,71150021,"K-Nearest Neighbors, Android, Pengingat Letak Parkir",implementasi knn knn letak parkir aplikasi android era kendara pribadi motor mobil lokasi parkir kendara pribadi susah temu kendara model warna coba aplikasi letak parkir algoritma knn knn algoritma knn knn salah algoritma letak parkir hitung jarak sinyal wi-fi euclidean distance proses tulis ambil data upa nama sinyal wi-fi area parkir universitas kristen duta wacana data uji data simpan hitung euclidean distance jarak disort algoritma knn knn tulis 5 aplikasi 5 banding 1 4 5 akurat banding 1 4 5 sempurna coba tulis knn knn android letak parkir
96,96,SISTEM CERDAS PERMAINAN PAPAN THE BATTLE OF HONOR DENGAN DECISION MAKING DAN MACHINE LEARNING,71170135,"The Battle of Honor, Case-Based Reasoning, Rule-Based Systems, Unity, AI",cerdas main papan the battle of honor decision making machine learnings the battle of honor main papan 2 main jatuh bendera lawan jalan main butuh peran wasit main bidak lawan peran wasit menang bidak tabrak salah wasit main solusi implementasi rule-based systems rbs kembang unity dukung peran wasit putus dasar atur main salah menang atur jalan main kembang artifisial intelligence ai lawan terap cbr reasoning cbr terap cbr ai lawan tindak dasar papan permainantanpa pangkat bidak lawan cbr solusi strategi ai lawan kondisi papan main terap cbr dukung algoritma knn knn cari memilikitingkat tinggi sukses rbs cbr 2 uji uji dasar uji skenario uji dasar uji cbr accuracy rumus tinggi 3 uji uji skenario ai wasit analisa bidak tabrak putus menang the battle of honor cbr reasoning rule-based systems unity ai
97,97,PENGENALAN KARAKTER OPTIK (OCR) AKSARA JAWA DENGAN CONVOLUTION NEURAL NETWORK,71170183,"Aksara Jawa, Convolutional Neural Network, CNN, GoogLeNet, Inception, OCR, akurasi, presisi, recall, f1-score, Batch Normalization",kenal karakter optik ocr aksara jawa convolution cnn network aksara jawa salah tinggal budaya indonesia upa tulis tradisional suku jawa jarang lestari bentuk fisik digital bantu mudah lestari aksara jawa digital tulis kembang kenal karakter optik ocr cnn cnn network cnn evaluasi dasar parameter akurasi presisi recall fokus aplikasi salah arsitektur cnn googlenet terap jaring inception tulis latih model data scan buku manuskrip tulis aksara jawa cetak segmentasi data data minimal data kelas karakter model latih variasi parameter lapis normalisasi divalidasi uji dasar metriks evaluasi akurasi presisi recall performance cnn latih model latih model milik latih batch size ukur epoch struktur arsitektur lapis normalisasi batch normalization evaluasi uji tinggi analisa terap cnn latih model nali karakter optik aksara jawa efektif analisa evaluasi weighted-averaged data variasi kelas karakter aksara jawa cnn cnn network cnn googlenet inception ocr akurasi presisi recall batch normalization
98,98,"ANALISIS PERBANDINGAN PENGGUNAAN BANDWIDTH APLIKASI KONFERENSI ONLINE PADA WEBEX, GOOGLE MEET DAN ZOOM",71170164,"PCQ, Mikrotik, Zoom, Webex, Google Meet, Queue Tree", analisa banding bandwidth aplikasi konferensi online website ex google meet zoom pandemi conference call concall sarana atur perintah covid atur aplikasi concall instansi aplikasi concall lonjak erti aplikasi cocok jaring daerah qos quality of service aplikasi concall google meet website ex zoom client pc client batas jaring 0 pcq tree pcq 3 tahap kumpul data olah data variabel banding aplikasi concall delay jitter packet loss throughput variabel ambil aplikasi wireshark wireshark mengcapture paket jaring port pakai aplikasi pcq tree pcq limit dinamis user alas limit sesuai aplikasi hierarcy aplikasi memliki turun performance signifikan jaring limit capai total jaring lab universitas kristen duta wacana harap baca aplikasi bagus daerah milik cepat beda pcq mikrotik zoom website ex google meet pcq tree
99,99,PEMBUATAN BACKEND DAN ANALISIS KUALITAS APLIKASI PENDATAAN UMAT PAROKI SANTA MARIA ASSUMPTA KLATEN,71160081,"Backend aplikasi paroki, load testing, availability testing, code coverage", back-end  analisa kualitas aplikasi data umat paroki santa maria assumpta klaten tahun paroki santa maria assumpta kabupaten klaten provinsi jawa tengah data umat sulit laksana data manual sulit utara tulis usul aplikasi data umat aplikasi bas android nama gematen tulis  back-end aplikasi data umat uji  back-end aplikasi umum bank sampah aplikasi gematen kriteria uji ambil iso karakteristik reliability sub karakteristik maturity availability fault tolerance karakteristik maintainability sub karakteristik testability sub karakteristik maturity uji  back-end akses sesuai kondisi normal sub karakteristik availability uji akses  back-end jam fault tolerance uji analisa uji availability maturity testability hitung code coverage uji sub karakteristik maturity  back-end aplikasi data umat umum bank sampah layan kondisi normal sub karakteristik availability  back-end aplikasi umum bank sampah layan jam  back-end data umat uji sub karakteristik fault tolerance  back-end aplikasi data umat umum bank sampah tangan error akibat gagal sub karakteristik testability  back-end aplikasi data umat umum bank sampah uji efektif efisien uji otomatis kualitas kapasitas server layan email aman  back-end  back-end aplikasi paroki load testing availability testing code coverage
100,100,PENERAPAN VISUALISASI INFORMASI DASHBOARD UNTUK REPRESENTASI KEY PERFORMANCE INDICATOR KEGIATAN PERKULIAHAN,71150123,"Dashboard, Visualisasi, KPI",terap visualisasi dashboard representasi key performance indicator giat kuliah universitas monitoring reporting analisa proses bisnis prodi informatika ukdw dashboard giat kuliah analisa ambil putus dashboard giat kuliah database integrasi media analisa ambil putus cepat lapor bentuk kertas key performance indicator bangun dashboard giat kuliah indikator rata hadir kelas rata ambil kuliah angkat rata kelas rata ipk milik presensi kuliah ambil presensi user ucd design ucd bangun dashboard giat kuliah uji task success kuesioner sus uji task success kuesioner sus hitung combined metrics hitung task success iterasi hitung task success iterasi hitung kuesioner sus iterasi hitung combined metrics dasar uji simpul iterasi iterasi task success alami 2 dashboard terima acceptable grade rating good acu uji user ucd design sesuai rancang dashboard pusat butuh analisa ambil putus kait giat kuliah dashboard visualisasi kpi
101,101,OBSERVASI PERANCANGAN IKON MENU UTAMA ATM MENGGUNAKAN KONSEP METAFOR,71150147,"ikon, user interface, ATM",observasi ancang ikon menu utama atm konsep metafor teknologi kembang mudah efektivitas timbang mesin user mesin atm user interface bahasa kontekstual metafor interface nyaman user awam observasi tahap aplikasi konsep metaphor menu utama user interface mesin atm survei mesin atm beda menu utama terap konsep metafor ancang ikon evaluasi ikon rancang bangun rancang ikon user interface studi atm pengaruh faktor terap konsep metafor umur profesi latar kenal teknologi bahan timbang pengaruh ikon rancang ikon user interface atm
102,102,PERANCANGAN DAN IMPLEMENTASI DASHBOARD KEUANGAN PERSEKUTUAN JOY INDONESIA DENGAN METODE USER CENTERED DESIGN,71170165,"Persekutuan JOY Indonesia,  Dashboard, User Centered Design",ancang implementasi dashboard uang sekutu joy indonesia user ucd design sekutu joy indonesia buah organisasi non-profit kota yogyakarta sekutu joy indonesia gerak bidang layan mahasiswa kristen katolik anggota mahasiswa mahasiswi kampus yogyakarta uang sekutu joy indonesia sepenuh dukung alumni organisasi dukung korea kelola uang sepenuh staff manajemen kelola uang excel lapor bentuk file pdf publikasi website sekutu alumni dukung dana prioritas dukung dana capai target anggar kembang buah dashboard bas website  user ucd design ucd bantu staff manajemen sekutu joy indonesia kelola data uang mudah alumni dukung memonitoring uang sekutu dashboard kembang ucd efektif terima sekutu joy indonesia dashboard user ucd design
103,103,PEMBUATAN MIDDLEWARE UNTUK MENGHUBUNGKAN LINE DAN TELEGRAM DENGAN APLIKASI CHATTING MODIFIKASI,71170202,"Chat bridge, Middleware, Telegram bot, Line bot, Instant messenger",middleware hubung line telegram aplikasi chatting modifikasi aplikasi chatting facebook messenger whatsapp telegram line wechat batas kirim pesan aplikasi chatting solusi manfaat aplikasi chatting maksimal komunikasi komunikasi aplikasi chatting batas komunikasi aplikasi chatting chatting chat tulis kenal desain middleware gambar hubung aplikasi masyarakat aplikasi chatting modifikasi api website hook middleware kirim pesan layan telegram bot line bot uji pesan tipe text karakter variasi sesuai testing gambar ukur data pengaruh signifikan p-valuenya 0 pesan file video ukur pengaruh performance p-valuenya 0 chat bridge middleware telegram bot line bot instant messenger
104,104,PEMBANGUNAN DASHBOARD PENGADAAN BARANG PADA BISNIS RITEL,71170144,"Data Mart, Column-based , Dashboard, Pengadaan Barang, Key Performance Indicator (KPI)",bangun dashboard barang bisnis ritel data kait barang transaksi barang transaksi catat record buah database lapor transaksi barang rekap data transaksi barang toko milik usaha ritel xyz bangun data mart data transaksi barang toko usaha ritel implementasi database bas column-based bantu singkat waktu query record data mart bantu usaha ritel analisa data data mart sesuai key performance indicator kpi usaha visualisasi dashboard python dash sarana visualisasi dashboard tahap evaluasi alam user experience quesionaire ueq evaluasi ueq aspek skala daya tarik rata 2 efisiensi rata 2 rata 2 stimulasi rata 2 baharu rata 1 skor excellent aspek skala rata 1 skor above average data mart column-based dashboard barang key performance indicator kpi
105,105,"PEMANFAATAN SEAMLESS WIRELESS (EOIP) DAN GPS
PADA SISTEM PERINGATAN PERLINTASAN KERETA TANPA PALANG PINTU",71150008,"Sistem kereta, sistem otomatis, seamless EoIP, nodes, perlintasan kereta",manfaat seamless wireless eoip gps lintas kereta palang pintu muncul lintas kereta liar palang pintu jaga celaka lintas kereta api selesai buah deteksi kereta lintas waspada hati lintas kereta api palang pintu celaka kerap lalai manusia bangun otomatis kereta manfaat teknologi seamless wireless ethernet over internet protocol eoip uji prototype lingkung ukdw lintas - meter 1 mcu micro controller unit 1 gps module node kereta 2 mcu 2 unit lcd module 2 servo motor 2 buzzer 2 node lintas kereta uji coba checklist uji uji node kereta kirim bentuk longitude latitude server server hitung jarak node kereta node lintas jarak kirim node lintas kereta kece jarak node lintas kereta jarak palang tutup buka coba simpul otomatis kereta deteksi kereta bangun jalan sesuai flow rancang lengkap manfaat teknologi seamless wireless eoip bangun jaring titik buta jangkau operator seluler gsm seamless wireless eoip cocok bantu bangun kereta api palang otomatis bukti alat hubung putus coba kereta otomatis seamless eoip nodes lintas kereta
106,106,"ANALISIS PERBANDINGAN KINERJA ZOOM, GOOGLE MEET DAN MICROSOFT TEAMS DENGAN PEMBERIAN BEBAN JARINGAN",71170177,"Aplikasi meeting, Beban jaringan, Google meet, Zoom, Ms. teams, Wireshark", analisa banding zoom google meet microsoft teams beban jaring pandemi covid topik bicara hangat dunia virus milik dampak henti giat tatap muka internet online meeting alami februari maret putus kualitas audio video aplikasi meeting zoom google meet ms teams populer pakai beban jaring level aplikasi bagus meeting kondisi jaring minimal survei lapang survei kece ruang internet prasarana butuh tahap uji langkah cari aplikasi meeting banding cari aplikasi meeting populer uji banding kualitas audio video banding variabel throughput paket loss delay jitter beban lag aplikasi aplikasi tahan beban ekstrem alam aplikasi aplikasi meeting hitung banding variabel buah script bahasa python bantu hitung data paket jaring wireshark rata rata banding diagram uji aplikasi meeting segi kualitas beban jaring beban jaring dampak aplikasi meeting google meet salah aplikasi meeting milik sensitivitas tinggi beban jaring aplikasi meeting beban jaring google meet zoom ms teams wireshark
107,107,PENERAPAN METODE GOAL QUESTION METRICS DALAM MEMBANGUN ANTARMUKA SISTEM INFORMASI JAMU TRADISIONAL INDONESIA,71150030,"usability, goal question metrics(GQM)",terap goal question metrics bangun antarmuka jamu tradisional indonesia bangun antarmuka jamu tradisional indonesia masyarakat indonesia jamu salah obat alternative kenal ekonomis manfaat jamu beda aci konsep konteks milik paham olah akses masyarakat luas antarmuka attractive antarmuka mudah butuh bangun goal question metrics gqm fokus kembang perangkat lunak ukur produk uji efisiensi angka task on time task success efisiensi evaluasi sus kuesioner dasar antarmuka kembang uji hitung time on task angka desain angka desain task success desain desain sus alami desain simpul jamu tradisional indonesia terima usability goal question metrics gqm
108,108,PENGEMBANGAN SISTEM TEMU KEMBALI BERBASIS WEB MENGGUNAKAN ALGORITMA TOLERANCE VALUE GENERATOR,71150004,"Solr, Tolerance Value Generator, Information Retrieval, API",kembang temu bas website  algoritma tolerance value generator temu kumpul sumber relevan kembang mesin cari solr lengkap tesaurus tesaurus kumpul kelompok kelompok dasar hubung tesaurus bas tolerance rough set model algoritma tolerance value generator algoritma tolerance value generator algoritma theta syarat bentuk tesaurus theta nila beda theta objek mean average precision topik utama 0 mean average precision topik responden api implementasi 0 simpul implementasi api tesaurus bas trsm alami turun query tesaurus dokumen relevan waktu runtime bentuk tesaurus bahasa pemrograman bangun dukung gpu theta optimal modifikasi algoritma waktu runtime solr tolerance value generator information retrieval api
109,109,IMPLEMENTASI EKSTRAKSI FITUR KETEBALAN RIDGE SIDIK JARI DENGAN MENGHITUNG BANYAKNYA PIKSEL,71150002,"ketebalan ridge, K-Nearest Neighbor, ekstraksi fitur, sidik jari",implementasi ekstraksi fitur-fitur tebal ridge sidik jari hitung piksel makalah tebal ridge sidik jari klasifikasi jenis kelamin tebal ridge ridge digital ridge utama uji tebal ridge sidik jari jenis kelamin sampel sidik jari data latih sidik jari data uji total sampel sidik jari pria sidik jari wanita responden ambil sidik jari gambar sidik jari ambil pra-pemrosesan gambar klasifikasi sidik jari tama cari tebal ridge tebal ridge data uji temu hitung hitung euclidean distance knn knn klasifikasi jenis kelamin sidik jari pria milik akurasi kvalue 3 k-value 5 k-value 7 akurasi sidik jari wanita k-value 3 k-value 5 k-value 7 tebal ridge knn knn ekstraksi fitur-fitur sidik jari
110,110,VISUALISASI DATA NILAI RAPOR SISWA SMA NEGERI 1 PANDIH BATU,71150050,"Visualisasi Data, Waterfall, System Usability Scale, Key Performance Indicator",visualisasi data rapor siswa sma negeri 1 pandih batu indonesia milik jenjang didik didik usia sekolah tengah guru tinggi tahap selesai didik selesai didik butuh aspek liput sikap terampil sekolah ukur siswa alami sma negeri 1 pandih batu bantu sekolah komputerisasi data siswa data milik olah excel kelola kualitas sekolah sma negeri 1 pandih batu tahap waterfall tahap wawancara sekolah wakasek bidang kurikulum analisa butuh tahap tahap key performance indicator kpi tahap desain acu wawancara desain bangun diskusi sekolah bangun sesuai butuh sekolah tahap implementasi desain bangun implementasi buah visualisasi data bas website  bangun tahap evaluasi evaluasi kuesioner usability scale sus sekolah uji coba task skenario wakasek bidang kurikulum bangun terima kpi pakat jalan sesuai skenario uji wakasek bidang kurikulum selesai task uji sus skor 5 acceptability ranges acceptable batas grade scale skor adjective rating good terima skor visualisasi data waterfall usability scale key performance indicator
111,111,PEMILIHAN KOMBINASI FITUR UNTUK AUTHOR VERIFICATION DENGAN METODE CLUSTERING K-MEANS PADA TEKS BERBAHASA INDONESIA,71160018,"Identitas tulisan seseorang, Verifikasi penulis, Fitur stylometry",pilih kombinasi fitur-fitur author verification clustering k-means teks bahasa indonesia tipu identitas umum media tulis fisik suara beda identitas tulis identitas tulis dianalisa fitur-fitur stylometry fitur-fitur salah faktor verifikasi tulis jalan penelitan asumsi kombinasi fitur-fitur stylometry representasi gaya tulis proses klasterisasi klasifikasi dokumen dasar gaya tulis evaluasi klasterisasi purity klasifikasi akurasi presisi sensitivitas fscore puasa dokumen bahasa indonesia klasifier mknn knn svm menunujukan purity gambar evaluasi klasifikasi kombinasi fitur-fitur purity 0 5 milik evaluasi klasifikasi 0 5 hemat proses kombinasi fitur-fitur purity 0 5 proses klasifikasi kombinasi fitur-fitur kandung fitur-fitur frekuensi relatif tanda baca fitur-fitur sintaksis frekuensi relatif stopword fitur-fitur sintaksis cenderung milik evaluasi klasifikasi klasterisasi kombinasi fitur-fitur kandung fitur-fitur fitur-fitur rata paragraf fitur-fitur struktural kombinasi fitur-fitur kombinasi fitur-fitur klasifier identitas tulis verifikasi tulis fitur-fitur stylometry
112,112,SISTEM PREDIKSI HARGA SAHAM LQ45 DENGAN RANDOM FOREST CLASSIFIER,71150151,"saham, LQ45, technical analysis, random forest",prediksi harga saham random forest classifier ukur performance random forest prediksi ubah harga saham data ringkas saham usaha daftar indeks versi agustus januari tanggal 1 juli desember technical indicator on-balance volume chaikin oscillator moving average convergence divergence bollinger bands data bentuk model kode saham rentang waktu tipe fitur-fitur rentang waktu prediksi 1 5 tipe fitur-fitur bentuk model plain ringkas saham technical indicator-nya grouped fiturnya kondisi technical indicator turun garis nol positif nol negatif onehot fiturnya onehot encoding fitur-fitur grouped model bentuk prediksi ubah harga saham turun akurasi hitung confusion matrix uji data latih tipe fitur-fitur plain rentang waktu 5 capai uji data uji turun banding data latih tipe fitur-fitur plain performance kode saham akurasi rentang waktu enam kode saham rentang waktu belas kode saham rentang waktu puluh sembilan kode antm capai akurasi 6 saham technical analysis random forest
113,113,SISTEM PAKAR UNTUK MENENTUKAN PENYAKIT DENGAN GEJALA KAKI BENGKAK MENGGUNAKAN METODE FORWARD CHAINING,71150139,"sistem pakar, kaki bengkak, forward chaining.",pakar sakit gejala kaki bengkak forward chaining kaki bengkak gejala buah sakit timbul mati tangan gejala kaki bengkak pakar bidang sehat pakar buah adopsi manusia harap bantu tangan gejala kaki bengkak layak pakar utama sakit timbul gejala kaki bengkak bangun buah pakar diagnosis sakit gejala kaki bengkak bangun representasi production rule inferensi forward chaining basis bangun dasar pakar dokter internis sakit bangun bahasa pemrograman python bangun uji rekam medis sisi sisi keluh gejala derita sisi periksa pakar sisi uji diagnosis data sisi rendah uji diagnosis sisi keluh gejala derita sisi periksa pakar pakar kaki bengkak forward chaining
114,114,"PEMBANGUNAN DASHBOARD BEASISWA DAN PINJAMAN
PROGRAM STUDI INFORMATIKA UKDW",71150061,"dashboard, prototyping, system usability scale, task success",bangun dashboard beasiswa pinjam program studi informatika ukdw ketua program studi kaprodi milik tugas tanggung laksana giat akademik salah tugas kaprodi lapor laksana giat prodi pantau giat operasional lapor dashboard buah tampil panel organisasi evaluasi mudah ambil putus ancang buah dashboard beasiswa pinjam prototyping prototyping kembang perangkat lunak upa model fisik fungsi versi ogedebe jacob rata uji task success iterasi bangun efektif tampil beasiswa pinjam mudah ajar evaluasi desain antarmuka usability scale sus 5 responden iterasi skor sus 2 iterasi 6 iterasi ii dasar rata skor sus iterasi 9 antarmuka grade scale nila adjective rating nila good acceptability ranges terima acceptable dashboard prototyping usability scale task success
115,115,PERANCANGAN PROGRAM BANTU PENGELOLAAN NILAI DENGAN METODE USER CENTERED DESIGN DI SDN 03 CIPAYUNG,71150060,"User centered design, Php, Program bantu",ancang program bantu kelola user ucd design sdn cipayung sdn cipayung sekolah dasar letak provinsi dki jakarta kabupaten jakarta timur proses pantau monitoring akademik tua siswa lisan kualitas kuantitas sisi kabupaten jakarta timur kenal kota koneksi milik internet bagus mengakes website dasar tulis coba bantu proses pantau akademik jalin arah guru tua siswa program bantu kelola bahasa pemrograman php personal home page hypertext preprocessor program bantu kelola bantu guru tua siswa bantu kembang anak didik ajar sekolah manfaat smartphone personal computer laptop internet program bantu kelola harap guru tua pantau kembang anak didik fleksibel user ucd design php program bantu
116,116,PENGEMBANGAN SISTEM PENJADWALAN DENGAN PRESENSI QR DAN TRACING JEMAAT GEREJA KATOLIK,71170148,"QR Code, Penjadwalan, Mobile-based",kembang jadwal presensi qr tracing jemaat gereja katolik paroki santa maria assumpta klaten gereja katolik jl andalas no sikenong kabupaten kec klaten tengah kabupaten klaten jawa tengah gereja milik umat hadir acara gereja acara milik acara minggu kelola acara gereja bilang manual pandemi covid kapasitas gereja batas kursi kapasitas normal situasi gereja butuh buah lacak umat umat virus covid hadir acara butuh kelola acara bantu kelola acara gereja kelola acara lacak umat daftar gereja buah website jadwal integrasi aplikasi mobile presensi umat website kembang kelola acara acara kelas acara daftar jadwal acara kelas acara unduh presensi kelas acara fitur-fitur jadwal tracing umat daftar fitur-fitur tracing butuh umat hadir umat virus covid tindak aplikasi mobile kembang bantu umat gereja scanning qr code bentuk presensi buah acara hadir umat simpul kembang website jadwal integrasi aplikasi pindai mobile-based bantu jadwal kelola acara mudah praktis tracing bantu kece giat umat mudah harap mudah erti administrasi gereja umat kerumun umat presensi gereja hadir acara ambil putus cepat kait sebar virus covid qr code jadwal mobile-based
117,117,IMPLEMENTASI METODE SCRUM PADA APLIKASI MARKETPLACE SEKTOR PERTANIAN BERBASIS ANDROID,71160074,"Scrum, Black Box, Sprint, Burndown Chart",implementasi scrum aplikasi marketplace sektor tani bas android scrum cipta ken schwaber jeff sutherland milik kembang manajemen metodologi prinsip prinsip metodologi agile scrum kerangka kembang perangkat lunak produk cepat fleksibilitas kembang dasar implementasi scrum kembang aplikasi duta tani store fokus  analisa implementasi scrum faktor faktor pengaruh implementasi scrum scrum kualitas aplikasi uji black box scrum tahap sprint planning daily scrum sprint review sprint retrospective  analisa implementasi scrum kembang aplikasi lapor sprint bentuk burndown chart parameter estimasi waktu tugas story point waktu aktual tugas tanggal laksana sprint uji aplikasi acceptance testing requirement tahap kembang penuh functional testing memvalidasi fungsional fitur-fitur tampil aplikasi parameter  analisa uji completeness skenario uji fitur-fitur tampil aplikasi scrum implementasi kembang aplikasi duta tani store faktor pengaruh implementasi scrum dasar burndown chart sprint temu scrum uji aplikasi milik completeness total tujuh puluh skenario uji scrum black box sprint burndown chart
118,118,SISTEM TEMU KEMBALI TEMPAT PENYIMPANAN KODE PROGRAM JAVA DENGAN PENDEKATAN RELASI CLASS,71170163,"Temu kembali informasi, Tempat penyimpanan kode program, Bahasa pemrograman Java, Relasi class, Struktur data, Inverted index",temu simpan kode program java relasi class bangun buah temu kode program bahasa java buah simpan kode program repository dokumen kode program buah repository sulit temu kembang buah aplikasi software fitur-fitur iring kembang waktu proses olah kode program bahasa java repository tahap buah indeks akses cari kode program java tahap preprocessing bentuk dokumen json isi kode program indeks dokumen json input solr indeks indeks isi kode program spesifik gambar relasi class indeks bentuk akses proses temu buah aplikasi preprocessing dokumen kode program java proses indexing temu output upa cari query temu simpan kode program bahasa pemrograman java relasi class struktur data inverted index
119,119,REPRESENTASI INFORMASI FILM DAN LAGU DAERAH BERBASIS SEMANTIC WEB,71150084,"semantic web, Methontology, film, lagu, Indonesia, endpoint, protégé, apache jena fuseki",representasi film lagu daerah bas semantic website  film lagu karya seni ekspresi seni alat alat seni teknologi representasi film lagu daerah website  simpan akses website  website  representasi film lagu daerah bas semantic website  methontology bangun ontologi tahap methontology 4 tahap spesifikasi knowledge acquisition konseptualisasi implementasi tahap spesifikasi ruang lingkup ontologi objek film lagu daerah tahap knowledge acquisition analisa teks buku ajar konsep buku tahap konseptualisasi ekstraksi data bentuk subjek predikat objek tahap konseptualisasi diagram t-box model objek tahap implementasi bangun ontologi film lagu daerah indonesia bentuk owl aplikasi prot film lagu daerah indonesia bangun bahasa pemrograman javascript framework vue js pemrograman website  bas semantic website  hubung data film lagu daerah indonesia data id dbpedia org endpoint dbpedia indonesia lapor tahap spesifikasi knowledge acquisition konseptualisasi implementasi representasi film lagu daerah indonesia bas semantic website  semantic website  methontology film lagu indonesia endpoint prot apache jena fuseki
120,120,"PEMBANGUNAN DASHBOARD KERJA PRAKTIK DAN
SKRIPSI MENGGUNAKAN METODE USER CENTERED
DESIGN",71150116,"Dashboard, Visualisasi, KPI",bangun dashboard praktik skripsi user ucd design bangun dashboard data skripsi praktik ukdw analisa mahasiswa fakultas teknologi bangun dashboard acu key performance indicator sesuai standar ban-pt prodi informatika framework laravel database mysql agama aktivitas dosen prodi informatika kunci dashboard visualisasi kpi dashboard visualisasi kpi
121,121,PENGEMBANGAN APLIKASI WARTA JEMAAT BERBASIS ANDROID UNTUK KALANGAN LANSIA MENGGUNAKAN UJI USABILITAS,71160023,"Flutter, Usability Testing, Task Scenario, System Usability Scale",kembang aplikasi warta jemaat bas android kalang lansia uji usabilitas jemaat kalang usia umum milik fisik halang gereja warta jemaat aplikasi warta jemaat bas android bantu jemaat hadir giat gereja real-time kembang aplikasi aplikasi mudah kalang lansia salah aplikasi warta jemaat umat paroki klaten nama gematen aplikasi kembang bas android framework flutter unggah playstore aplikasi bangun basis data mysql otentikasi firebase kembang aplikasi fungsi view beranda jadwal mudah kembang fokus framework flutter olah data basis data mysql kembang aplikasi iterasi iterasi aplikasi uji responden kalang lansia bentuk task scenario usability scale wawancara aplikasi gematen uji usabilitas data task scenario singkat waktu rata 8 4 4 detik skor sus iterasi standar skor grade mayoritas responden puas aplikasi uji iterasi harap kembang fitur-fitur cache sederhana kategori fitur-fitur kirim pesan layan misa minyak suci gematen platform website  fitur-fitur sesuai butuh paroki santa maria assumpta klaten flutter usability testing task scenario usability scale
122,122,IMPLEMENTASI ALGORITMA DIJKSTRA UNTUK MENCARI RUMAH KOST TERDEKAT DI KODYA YOGYAKARTA BERBASIS ANDROID,71150026,"Dijkstra, Android, pencarian kost terdekat, pencarian jalur terpendek",implementasi algoritma dijkstra cari rumah kost kodya yogyakarta bas android mahasiswa utama mahasiswa sulit tinggal salah rumah kost mahasiswa milik timbang pilih kost-kostannya salah jarak kost universitas coba implementasi algoritma dijkstra cari kost android aplikasi fitur-fitur cari jalur pendek filter harga maksimal filter jarak maksimal algoritma dijkstra salah algoritma cari jarak jalur pendek cari jarak kost jalur pendek banding google maps proses waktu cari catat algoritma dijkstra implementasi cari kost cari kost dasar filter cari jalur pendek android uji cari jarak kost algoritma dijkstra cari jarak rata selisih jarak data google maps uji temu jarak jalur kost cari algoritma dijkstra waktu cari verteks dijkstra android cari kost cari jalur pendek
